source,localclaw_url,http_status,resolver_markup_valid,amazon_destinations_before_fix
ram-gpu-for-local-ai.html,https://localclaw.io/go/amazon?q=RTX+5070+Ti+16GB&family=gpuram&source=ram_gpu_page,200,True,https://www.amazon.de/s?k=RTX+5070+Ti+16GB&amp;tag=localclaw-20 | https://www.amazon.com/s?k=RTX+5070+Ti+16GB&amp;tag=localclaw-20
ram-gpu-for-local-ai.html,https://localclaw.io/go/amazon?q=RTX+5080+16GB&family=gpuram&source=ram_gpu_page,200,True,https://www.amazon.de/s?k=RTX+5080+16GB&amp;tag=localclaw-20 | https://www.amazon.com/s?k=RTX+5080+16GB&amp;tag=localclaw-20
ram-gpu-for-local-ai.html,https://localclaw.io/go/amazon?q=RTX+4090+24GB&family=gpuram&source=ram_gpu_page,200,True,https://www.amazon.de/s?k=RTX+4090+24GB&amp;tag=localclaw-20 | https://www.amazon.com/s?k=RTX+4090+24GB&amp;tag=localclaw-20
ram-gpu-for-local-ai.html,https://localclaw.io/go/amazon?q=RTX+3090+24GB&family=gpuram&source=ram_gpu_page,200,True,https://www.amazon.de/s?k=RTX+3090+24GB&amp;tag=localclaw-20 | https://www.amazon.com/s?k=RTX+3090+24GB&amp;tag=localclaw-20
ram-gpu-for-local-ai.html,https://localclaw.io/go/amazon?q=RTX+5090+32GB&family=gpuram&source=ram_gpu_page,200,True,https://www.amazon.de/s?k=RTX+5090+32GB&amp;tag=localclaw-20 | https://www.amazon.com/s?k=RTX+5090+32GB&amp;tag=localclaw-20
ram-gpu-for-local-ai.html,https://localclaw.io/go/amazon?q=NVIDIA+RTX+PRO+5000+Blackwell+48GB&family=gpuram&source=ram_gpu_page,200,True,https://www.amazon.de/s?k=NVIDIA+RTX+PRO+5000+Blackwell+48GB&amp;tag=localclaw-20 | https://www.amazon.com/s?k=NVIDIA+RTX+PRO+5000+Blackwell+48GB&amp;tag=localclaw-20
ram-gpu-for-local-ai.html,https://localclaw.io/go/amazon?q=NVIDIA+RTX+PRO+5000+72GB+Blackwell&family=gpuram&source=ram_gpu_page,200,True,https://www.amazon.de/s?k=NVIDIA+RTX+PRO+5000+72GB+Blackwell&amp;tag=localclaw-20 | https://www.amazon.com/s?k=NVIDIA+RTX+PRO+5000+72GB+Blackwell&amp;tag=localclaw-20
ram-gpu-for-local-ai.html,https://localclaw.io/go/amazon?q=NVIDIA+RTX+PRO+6000+Blackwell+96GB+Workstation&family=gpuram&source=ram_gpu_page,200,True,https://www.amazon.de/s?k=NVIDIA+RTX+PRO+6000+Blackwell+96GB+Workstation&amp;tag=localclaw-20 | https://www.amazon.com/s?k=NVIDIA+RTX+PRO+6000+Blackwell+96GB+Workstation&amp;tag=localclaw-20
hardware/mac-mini-m4-16gb.html,https://localclaw.io/go/amazon?q=Apple%20Mac%20mini%20M4%2016GB%20256GB&family=computers&product=mac-mini-m4-16gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+Mac+mini+M4+16GB+256GB&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+Mac+mini+M4+16GB+256GB&amp;tag=localclaw-20
hardware/mac-mini-m4-pro-24gb.html,https://localclaw.io/go/amazon?q=Apple%20Mac%20mini%20M4%20Pro%2024GB%20512GB&family=computers&product=mac-mini-m4-pro-24gb&source=hardware_guide,200,True,https://www.amazon.de/dp/B0DLBWRZS5?tag=localclaw-20 | https://www.amazon.com/s?k=Apple+Mac+mini+M4+Pro+24GB+512GB&amp;tag=localclaw-20
hardware/mac-mini-m4-pro-48gb.html,https://localclaw.io/go/amazon?q=Apple%20Mac%20mini%20M4%20Pro%2048GB%20512GB&family=computers&product=mac-mini-m4-pro-48gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+Mac+mini+M4+Pro+48GB+512GB&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+Mac+mini+M4+Pro+48GB+512GB&amp;tag=localclaw-20
hardware/mac-studio-m3-ultra-128gb.html,https://localclaw.io/go/amazon?q=Apple%20Mac%20Studio%20M3%20Ultra%20128GB%201TB%20SSD&family=computers&product=mac-studio-m3-ultra-128gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+Mac+Studio+M3+Ultra+128GB+1TB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+Mac+Studio+M3+Ultra+128GB+1TB+SSD&amp;tag=localclaw-20
hardware/mac-studio-m3-ultra-256gb.html,https://localclaw.io/go/amazon?q=Apple%20Mac%20Studio%20M3%20Ultra%20256GB%202TB%20SSD&family=computers&product=mac-studio-m3-ultra-256gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+Mac+Studio+M3+Ultra+256GB+2TB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+Mac+Studio+M3+Ultra+256GB+2TB+SSD&amp;tag=localclaw-20
hardware/mac-studio-m3-ultra-512gb.html,https://localclaw.io/go/amazon?q=Apple%20Mac%20Studio%20M3%20Ultra%20512GB%204TB%20SSD&family=computers&product=mac-studio-m3-ultra-512gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+Mac+Studio+M3+Ultra+512GB+4TB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+Mac+Studio+M3+Ultra+512GB+4TB+SSD&amp;tag=localclaw-20
hardware/mac-studio-m4-max-128gb.html,https://localclaw.io/go/amazon?q=Apple%20Mac%20Studio%20M4%20Max%20128GB%202TB%20SSD&family=computers&product=mac-studio-m4-max-128gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+Mac+Studio+M4+Max+128GB+2TB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+Mac+Studio+M4+Max+128GB+2TB+SSD&amp;tag=localclaw-20
hardware/mac-studio-m4-max-64gb.html,https://localclaw.io/go/amazon?q=Apple%20Mac%20Studio%20M4%20Max%2064GB%201TB%20SSD&family=computers&product=mac-studio-m4-max-64gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+Mac+Studio+M4+Max+64GB+1TB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+Mac+Studio+M4+Max+64GB+1TB+SSD&amp;tag=localclaw-20
hardware/macbook-air-m2-8gb.html,https://localclaw.io/go/amazon?q=Apple%20MacBook%20Air%20M2%208GB%20256GB%20SSD&family=computers&product=macbook-air-m2-8gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+MacBook+Air+M2+8GB+256GB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Air+M2+8GB+256GB+SSD&amp;tag=localclaw-20
hardware/macbook-air-m3-16gb.html,https://localclaw.io/go/amazon?q=Apple%20MacBook%20Air%20M3%2016GB%20512GB%20SSD&family=computers&product=macbook-air-m3-16gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+MacBook+Air+M3+16GB+512GB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Air+M3+16GB+512GB+SSD&amp;tag=localclaw-20
hardware/macbook-air-m3-8gb.html,https://localclaw.io/go/amazon?q=Apple%20MacBook%20Air%20M3%208GB%20256GB%20SSD&family=computers&product=macbook-air-m3-8gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+MacBook+Air+M3+8GB+256GB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Air+M3+8GB+256GB+SSD&amp;tag=localclaw-20
hardware/macbook-air-m4-16gb.html,https://localclaw.io/go/amazon?q=Apple%20MacBook%20Air%20M4%2016GB%20256GB%20SSD&family=computers&product=macbook-air-m4-16gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+MacBook+Air+M4+16GB+256GB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Air+M4+16GB+256GB+SSD&amp;tag=localclaw-20
hardware/macbook-air-m5-24gb.html,https://localclaw.io/go/amazon?q=Apple%20MacBook%20Air%20M5%2024GB%20512GB%20SSD&family=computers&product=macbook-air-m5-24gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+MacBook+Air+M5+24GB+512GB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Air+M5+24GB+512GB+SSD&amp;tag=localclaw-20
hardware/macbook-air-m5-32gb.html,https://localclaw.io/go/amazon?q=Apple%20MacBook%20Air%20M5%2032GB%201TB%20SSD&family=computers&product=macbook-air-m5-32gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+MacBook+Air+M5+32GB+1TB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Air+M5+32GB+1TB+SSD&amp;tag=localclaw-20
hardware/macbook-pro-m4-16gb.html,https://localclaw.io/go/amazon?q=Apple%20MacBook%20Pro%20M4%2016GB%20512GB%20SSD&family=computers&product=macbook-pro-m4-16gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+MacBook+Pro+M4+16GB+512GB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Pro+M4+16GB+512GB+SSD&amp;tag=localclaw-20
hardware/macbook-pro-m4-max-36gb.html,https://localclaw.io/go/amazon?q=Apple%20MacBook%20Pro%20M4%20Max%2036GB%201TB%20SSD&family=computers&product=macbook-pro-m4-max-36gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+MacBook+Pro+M4+Max+36GB+1TB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Pro+M4+Max+36GB+1TB+SSD&amp;tag=localclaw-20
hardware/macbook-pro-m4-pro-24gb.html,https://localclaw.io/go/amazon?q=Apple%20MacBook%20Pro%20M4%20Pro%2024GB%20512GB%20SSD&family=computers&product=macbook-pro-m4-pro-24gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+MacBook+Pro+M4+Pro+24GB+512GB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Pro+M4+Pro+24GB+512GB+SSD&amp;tag=localclaw-20
hardware/macbook-pro-m5-32gb.html,https://localclaw.io/go/amazon?q=Apple%20MacBook%20Pro%20M5%2032GB%201TB%20SSD&family=computers&product=macbook-pro-m5-32gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+MacBook+Pro+M5+32GB+1TB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Pro+M5+32GB+1TB+SSD&amp;tag=localclaw-20
hardware/macbook-pro-m5-max-128gb.html,https://localclaw.io/go/amazon?q=Apple%20MacBook%20Pro%20M5%20Max%20128GB%202TB%20SSD&family=computers&product=macbook-pro-m5-max-128gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+MacBook+Pro+M5+Max+128GB+2TB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Pro+M5+Max+128GB+2TB+SSD&amp;tag=localclaw-20
hardware/macbook-pro-m5-pro-48gb.html,https://localclaw.io/go/amazon?q=Apple%20MacBook%20Pro%20M5%20Pro%2048GB%201TB%20SSD&family=computers&product=macbook-pro-m5-pro-48gb&source=hardware_guide,200,True,https://www.amazon.de/s?k=Apple+MacBook+Pro+M5+Pro+48GB+1TB+SSD&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Pro+M5+Pro+48GB+1TB+SSD&amp;tag=localclaw-20
diy/falcon-h1-raspberry-pi-1.html,https://localclaw.io/go/amazon?q=Raspberry%20Pi%201%20Model%20B%20Plus%20512MB&family=diy&product=Raspberry%20Pi%201%20Model%20B%2B%20512%20MB&source=falcon-h1-raspberry-pi-1,200,True,https://www.amazon.de/s?k=Raspberry+Pi+1+Model+B+Plus+512MB&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Raspberry+Pi+1+Model+B+Plus+512MB&amp;tag=localclaw-20
diy/falcon-h1-raspberry-pi-1.html,https://localclaw.io/go/amazon?q=16GB%20microSD%20card%20A1%20Raspberry%20Pi&family=diy&product=16%20GB%20microSD%20card&source=falcon-h1-raspberry-pi-1,200,True,https://www.amazon.de/s?k=16GB+microSD+card+A1+Raspberry+Pi&amp;tag=localclaw-20 | https://www.amazon.com/s?k=16GB+microSD+card+A1+Raspberry+Pi&amp;tag=localclaw-20
diy/falcon-h1-raspberry-pi-1.html,https://localclaw.io/go/amazon?q=5V%202A%20micro%20USB%20power%20supply%20Raspberry%20Pi&family=diy&product=5%20V%202%20A%20micro-USB%20power%20supply&source=falcon-h1-raspberry-pi-1,200,True,https://www.amazon.de/s?k=5V+2A+micro+USB+power+supply+Raspberry+Pi&amp;tag=localclaw-20 | https://www.amazon.com/s?k=5V+2A+micro+USB+power+supply+Raspberry+Pi&amp;tag=localclaw-20
diy/falcon-h1-raspberry-pi-1.html,https://localclaw.io/go/amazon?q=Cat6%20Ethernet%20cable%201%20meter&family=diy&product=Ethernet%20cable&source=falcon-h1-raspberry-pi-1,200,True,https://www.amazon.de/s?k=Cat6+Ethernet+cable+1+meter&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Cat6+Ethernet+cable+1+meter&amp;tag=localclaw-20
diy/gemma-translator-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=Raspberry%20Pi%205%208GB%20board&family=diy&product=Raspberry%20Pi%205%208%20GB&source=gemma-translator-raspberry-pi-5,200,True,https://www.amazon.de/s?k=Raspberry+Pi+5+8GB+board&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Raspberry+Pi+5+8GB+board&amp;tag=localclaw-20
diy/gemma-translator-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=official%20Raspberry%20Pi%205%2027W%20USB-C%20power%20supply%205V%205A&family=diy&product=Official%20Raspberry%20Pi%2027%20W%20USB-C%20power%20supply&source=gemma-translator-raspberry-pi-5,200,True,https://www.amazon.de/s?k=official+Raspberry+Pi+5+27W+USB-C+power+supply+5V+5A&amp;tag=localclaw-20 | https://www.amazon.com/s?k=official+Raspberry+Pi+5+27W+USB-C+power+supply+5V+5A&amp;tag=localclaw-20
diy/gemma-translator-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=official%20Raspberry%20Pi%205%20active%20cooler%20fan&family=diy&product=Raspberry%20Pi%205%20active%20cooler%20or%20fan%20case&source=gemma-translator-raspberry-pi-5,200,True,https://www.amazon.de/s?k=official+Raspberry+Pi+5+active+cooler+fan&amp;tag=localclaw-20 | https://www.amazon.com/s?k=official+Raspberry+Pi+5+active+cooler+fan&amp;tag=localclaw-20
diy/gemma-translator-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=USB%20desktop%20microphone%20Raspberry%20Pi%20class%20compliant&family=diy&product=USB%20desktop%20microphone&source=gemma-translator-raspberry-pi-5,200,True,https://www.amazon.de/s?k=USB+desktop+microphone+Raspberry+Pi+class+compliant&amp;tag=localclaw-20 | https://www.amazon.com/s?k=USB+desktop+microphone+Raspberry+Pi+class+compliant&amp;tag=localclaw-20
diy/gemma-translator-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=compact%20USB%20speaker%20Raspberry%20Pi%20laptop&family=diy&product=Compact%20USB%20speaker&source=gemma-translator-raspberry-pi-5,200,True,https://www.amazon.de/s?k=compact+USB+speaker+Raspberry+Pi+laptop&amp;tag=localclaw-20 | https://www.amazon.com/s?k=compact+USB+speaker+Raspberry+Pi+laptop&amp;tag=localclaw-20
diy/gemma-translator-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=64GB%20A2%20microSD%20card%20Raspberry%20Pi&family=diy&product=64%20GB%20A2%20microSD%20card&source=gemma-translator-raspberry-pi-5,200,True,https://www.amazon.de/s?k=64GB+A2+microSD+card+Raspberry+Pi&amp;tag=localclaw-20 | https://www.amazon.com/s?k=64GB+A2+microSD+card+Raspberry+Pi&amp;tag=localclaw-20
diy/gemma-translator-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=Raspberry%20Pi%205%20micro%20HDMI%20cable%20USB%20keyboard%20kit&family=diy&product=Micro-HDMI%20cable%20and%20USB%20keyboard&source=gemma-translator-raspberry-pi-5,200,True,https://www.amazon.de/s?k=Raspberry+Pi+5+micro+HDMI+cable+USB+keyboard+kit&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Raspberry+Pi+5+micro+HDMI+cable+USB+keyboard+kit&amp;tag=localclaw-20
diy/needle-2-esp32-s3.html,https://localclaw.io/go/amazon?q=ESP32-S3%20DevKitC-1%20N16R8%2016MB%20flash%208MB%20PSRAM&family=diy&product=ESP32-S3%20N16R8%20development%20board&source=needle-2-esp32-s3,200,True,https://www.amazon.de/s?k=ESP32-S3+DevKitC-1+N16R8+16MB+flash+8MB+PSRAM&amp;tag=localclaw-20 | https://www.amazon.com/s?k=ESP32-S3+DevKitC-1+N16R8+16MB+flash+8MB+PSRAM&amp;tag=localclaw-20
diy/needle-2-esp32-s3.html,https://localclaw.io/go/amazon?q=USB%20C%20data%20cable%20ESP32%20development%20board&family=diy&product=USB-C%20data%20cable&source=needle-2-esp32-s3,200,True,https://www.amazon.de/s?k=USB+C+data+cable+ESP32+development+board&amp;tag=localclaw-20 | https://www.amazon.com/s?k=USB+C+data+cable+ESP32+development+board&amp;tag=localclaw-20
diy/needle-2-esp32-s3.html,https://localclaw.io/go/amazon?q=electronics%20breadboard%20jumper%20wire%20kit%20ESP32&family=diy&product=Breadboard%20and%20jumper-wire%20kit&source=needle-2-esp32-s3,200,True,https://www.amazon.de/s?k=electronics+breadboard+jumper+wire+kit+ESP32&amp;tag=localclaw-20 | https://www.amazon.com/s?k=electronics+breadboard+jumper+wire+kit+ESP32&amp;tag=localclaw-20
diy/offline-voice-assistant-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=Raspberry%20Pi%205%208GB%20board&family=diy&product=Raspberry%20Pi%205%208%20GB&source=offline-voice-assistant-raspberry-pi-5,200,True,https://www.amazon.de/s?k=Raspberry+Pi+5+8GB+board&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Raspberry+Pi+5+8GB+board&amp;tag=localclaw-20
diy/offline-voice-assistant-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=PiSugar%20Whisplay%20HAT%20Raspberry%20Pi%20display%20microphone%20speaker&family=diy&product=PiSugar%20Whisplay%20HAT&source=offline-voice-assistant-raspberry-pi-5,200,True,https://www.amazon.de/s?k=PiSugar+Whisplay+HAT+Raspberry+Pi+display+microphone+speaker&amp;tag=localclaw-20 | https://www.amazon.com/s?k=PiSugar+Whisplay+HAT+Raspberry+Pi+display+microphone+speaker&amp;tag=localclaw-20
diy/offline-voice-assistant-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=PiSugar%203%20Plus%205000mAh%20Raspberry%20Pi%205%20battery&family=diy&product=PiSugar%203%20Plus%205000%20mAh%20battery&source=offline-voice-assistant-raspberry-pi-5,200,True,https://www.amazon.de/s?k=PiSugar+3+Plus+5000mAh+Raspberry+Pi+5+battery&amp;tag=localclaw-20 | https://www.amazon.com/s?k=PiSugar+3+Plus+5000mAh+Raspberry+Pi+5+battery&amp;tag=localclaw-20
diy/offline-voice-assistant-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=official%20Raspberry%20Pi%205%20active%20cooler&family=diy&product=Raspberry%20Pi%205%20active%20cooler&source=offline-voice-assistant-raspberry-pi-5,200,True,https://www.amazon.de/s?k=official+Raspberry+Pi+5+active+cooler&amp;tag=localclaw-20 | https://www.amazon.com/s?k=official+Raspberry+Pi+5+active+cooler&amp;tag=localclaw-20
diy/offline-voice-assistant-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=Raspberry%20Pi%202x20%2040%20pin%20stackable%20GPIO%20header%20long%20pins&family=diy&product=2%C3%9720%20stackable%20GPIO%20header&source=offline-voice-assistant-raspberry-pi-5,200,True,https://www.amazon.de/s?k=Raspberry+Pi+2x20+40+pin+stackable+GPIO+header+long+pins&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Raspberry+Pi+2x20+40+pin+stackable+GPIO+header+long+pins&amp;tag=localclaw-20
diy/offline-voice-assistant-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=64GB%20A2%20microSD%20card%20Raspberry%20Pi&family=diy&product=64%20GB%20A2%20microSD%20card&source=offline-voice-assistant-raspberry-pi-5,200,True,https://www.amazon.de/s?k=64GB+A2+microSD+card+Raspberry+Pi&amp;tag=localclaw-20 | https://www.amazon.com/s?k=64GB+A2+microSD+card+Raspberry+Pi&amp;tag=localclaw-20
diy/offline-voice-assistant-raspberry-pi-5.html,https://localclaw.io/go/amazon?q=official%20Raspberry%20Pi%205%2027W%20USB-C%20power%20supply%205V%205A&family=diy&product=Official%20Raspberry%20Pi%2027%20W%20USB-C%20supply&source=offline-voice-assistant-raspberry-pi-5,200,True,https://www.amazon.de/s?k=official+Raspberry+Pi+5+27W+USB-C+power+supply+5V+5A&amp;tag=localclaw-20 | https://www.amazon.com/s?k=official+Raspberry+Pi+5+27W+USB-C+power+supply+5V+5A&amp;tag=localclaw-20
diy/pocket-ai-chatbot-raspberry-pi-zero-2-w.html,https://localclaw.io/go/amazon?q=Raspberry%20Pi%20Zero%202%20W%20with%20pre%20soldered%20GPIO%20header&family=diy&product=Raspberry%20Pi%20Zero%202%20W%20with%20headers&source=pocket-ai-chatbot-raspberry-pi-zero-2-w,200,True,https://www.amazon.de/s?k=Raspberry+Pi+Zero+2+W+with+pre+soldered+GPIO+header&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Raspberry+Pi+Zero+2+W+with+pre+soldered+GPIO+header&amp;tag=localclaw-20
diy/pocket-ai-chatbot-raspberry-pi-zero-2-w.html,https://localclaw.io/go/amazon?q=PiSugar%20Whisplay%20HAT%20Raspberry%20Pi%20Zero%202%20W%20audio%20display&family=diy&product=PiSugar%20Whisplay%20HAT&source=pocket-ai-chatbot-raspberry-pi-zero-2-w,200,True,https://www.amazon.de/s?k=PiSugar+Whisplay+HAT+Raspberry+Pi+Zero+2+W+audio+display&amp;tag=localclaw-20 | https://www.amazon.com/s?k=PiSugar+Whisplay+HAT+Raspberry+Pi+Zero+2+W+audio+display&amp;tag=localclaw-20
diy/pocket-ai-chatbot-raspberry-pi-zero-2-w.html,https://localclaw.io/go/amazon?q=PiSugar%203%201200mAh%20Raspberry%20Pi%20Zero%202%20W%20battery&family=diy&product=PiSugar%203%201200%20mAh%20battery&source=pocket-ai-chatbot-raspberry-pi-zero-2-w,200,True,https://www.amazon.de/s?k=PiSugar+3+1200mAh+Raspberry+Pi+Zero+2+W+battery&amp;tag=localclaw-20 | https://www.amazon.com/s?k=PiSugar+3+1200mAh+Raspberry+Pi+Zero+2+W+battery&amp;tag=localclaw-20
diy/pocket-ai-chatbot-raspberry-pi-zero-2-w.html,https://localclaw.io/go/amazon?q=32GB%20A2%20microSD%20card%20Raspberry%20Pi%20Zero%202%20W&family=diy&product=32%20GB%20A2%20microSD%20card&source=pocket-ai-chatbot-raspberry-pi-zero-2-w,200,True,https://www.amazon.de/s?k=32GB+A2+microSD+card+Raspberry+Pi+Zero+2+W&amp;tag=localclaw-20 | https://www.amazon.com/s?k=32GB+A2+microSD+card+Raspberry+Pi+Zero+2+W&amp;tag=localclaw-20
diy/pocket-ai-chatbot-raspberry-pi-zero-2-w.html,https://localclaw.io/go/amazon?q=USB%20C%205V%203A%20power%20adapter%20cable%20Raspberry%20Pi%20PiSugar&family=diy&product=USB-C%20charging%20cable%20and%205%20V%20adapter&source=pocket-ai-chatbot-raspberry-pi-zero-2-w,200,True,https://www.amazon.de/s?k=USB+C+5V+3A+power+adapter+cable+Raspberry+Pi+PiSugar&amp;tag=localclaw-20 | https://www.amazon.com/s?k=USB+C+5V+3A+power+adapter+cable+Raspberry+Pi+PiSugar&amp;tag=localclaw-20
computers.html,https://localclaw.io/go/amazon?q=Apple+MacBook+Air+13+M5+24GB+512GB&family=computers&source=computers_card,200,True,https://www.amazon.de/s?k=Apple+MacBook+Air+13+M5+24GB+512GB&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Air+13+M5+24GB+512GB&amp;tag=localclaw-20
computers.html,https://localclaw.io/go/amazon?q=Apple+MacBook+Air+15+M5+32GB+1TB&family=computers&source=computers_card,200,True,https://www.amazon.de/s?k=Apple+MacBook+Air+15+M5+32GB+1TB&amp;tag=localclaw-20 | https://www.amazon.com/s?k=Apple+MacBook+Air+15+M5+32GB+1TB&amp;tag=localclaw-20
